Provenance,Destination,Train,Numéro,Jour,Départ (réel),Départ (prévu),Retard (min),Cause,Arrêts
Lyon Part Dieu,Paris-Bercy Bourgogne - Pays d'Auvergne ,TER,17762,08-03-2023,15:18:00,15:18:00,0,,"['Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Villefranche-sur-Saône', 'Belleville sur Saône', 'Mâcon', 'Tournus', 'Chalon-sur-Saône', 'Chagny', 'Beaune', 'Dijon Ville', 'Les Laumes - Alésia', 'Montbard', 'Nuits sous Ravières', 'Tonnerre', 'Saint-Florentin - Vergigny', 'Laroche - Migennes', 'Joigny', 'Sens', 'Paris-Bercy Bourgogne - Pays d\'Auvergne"", \'links\': [], \'coord\': {\'lat\': \'48.839215\', \'lon\': \'2.382791\'}, \'label\': ""Paris-Bercy Bourgogne - Pays d\'Auvergne (Paris)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87686667:LongDistanceTrain\'']"
Lyon Part Dieu,Saint-Étienne Châteaucreux ,TER,886764,08-03-2023,15:54:00,15:54:00,0,,"['Givors Ville', 'Rive-de-Gier', 'Saint-Chamond', 'Saint-Étienne Châteaucreux']"
Paris - Gare de Lyon - Hall 1 & 2,Lyon Perrache ,TGV INOUI,6617,08-03-2023,16:02:00,16:02:00,0,,['Lyon Perrache']
Lyon Perrache,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6624,08-03-2023,16:04:00,16:04:00,0,,"['Le Creusot - Montceau-les-Mines - Montchanin TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Lyon Part Dieu,Dijon Ville ,TER,17812,08-03-2023,16:18:00,16:18:00,0,,"['Saint-Germain-au-Mont-d\'Or"", \'links\': [], \'coord\': {\'lat\': \'45.888431\', \'lon\': \'4.804206\'}, \'label\': ""Saint-Germain-au-Mont-d\'Or (Saint-Germain-au-Mont-d\'Or)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87721282:LongDistanceTrain\'', 'Villefranche-sur-Saône', 'Belleville sur Saône', 'Mâcon', 'Tournus', 'Chalon-sur-Saône', 'Chagny', 'Beaune', 'Dijon Ville']"
Paris Austerlitz,Rodez ,Intercités,64211,07-03-2023,22:15:00,22:15:00,0,,"['Saint-Denis-Près-Martel', 'Rocamadour - Padirac', 'Gramat', 'Assier', 'Figeac', 'Capdenac', 'Viviez - Decazeville', 'Aubin', 'Cransac', 'Saint-Christophe', 'Rodez']"
Paris Austerlitz,Châteaudun ,TER,860605,08-03-2023,08:14:00,08:14:00,0,,"['Dourdan', 'Auneau', 'Voves', 'Bonneval', 'Châteaudun']"
Paris Austerlitz,Orléans ,TER,14035,08-03-2023,08:23:00,08:23:00,0,,"['Les Aubrais', 'Orléans']"
Paris Austerlitz,Brive-la-Gaillarde ,Intercités,3621,08-03-2023,09:37:00,09:37:00,0,,"['Issoudun', 'Châteauroux', 'Argenton-sur-Creuse', 'La Souterraine', 'Limoges-Bénédictins', 'Uzerche', 'Brive-la-Gaillarde']"
Paris Austerlitz,Cahors ,Intercités,3655,08-03-2023,16:39:00,16:39:00,0,,"['Issoudun', 'Châteauroux', 'La Souterraine', 'Limoges-Bénédictins', 'Uzerche', 'Brive-la-Gaillarde', 'Souillac', 'Gourdon', 'Cahors']"
Paris Austerlitz,Tours ,TER,14061,08-03-2023,17:38:00,17:38:00,0,,"['Les Aubrais', 'Blois - Chambord', 'Onzain - Chaumont-sur-Loire', 'Amboise', 'Saint-Pierre-des-Corps', 'Tours']"
Paris Austerlitz,Châteaudun ,TER,860615,08-03-2023,18:08:00,18:08:00,0,,"['Auneau', 'Voves', 'Bonneval', 'Châteaudun']"
Paris Austerlitz,Nantes ,OUIGO Train Classique,4085,08-03-2023,18:10:30,18:10:30,0,,"['Les Aubrais', 'Blois - Chambord', 'Saint-Pierre-des-Corps', 'Saumur', 'Angers-Saint-Laud', 'Nantes']"
Paris Austerlitz,Tours ,TER,14067,08-03-2023,18:37:00,18:37:00,0,,"['Les Aubrais', 'Blois - Chambord', 'Onzain - Chaumont-sur-Loire', 'Amboise', 'Saint-Pierre-des-Corps', 'Tours']"
Paris Austerlitz,Bourges ,TER,3917,08-03-2023,19:08:00,19:08:00,0,,"['Les Aubrais', 'Salbris', 'Vierzon', 'Bourges']"
Paris Austerlitz,Orléans ,TER,14071,08-03-2023,19:23:00,19:23:00,0,,"['Les Aubrais', 'Orléans']"
Lille Flandres,Béthune ,TER HDF,842435,07-03-2023,19:36:00,19:36:00,0,,"['Lille CHR', 'La Bassée', 'Béthune']"
Lille Flandres,Tournai ,TER,19967,07-03-2023,20:08:00,20:08:00,0,,"['Pont de Bois', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Courtrai ,TER,19737,07-03-2023,20:09:00,20:09:00,0,,"['Roubaix', 'Tourcoing', 'Mouscron Moeskroen', 'Courtrai']"
Lille Flandres,Valenciennes ,TER HDF,841247,07-03-2023,20:09:00,20:09:00,0,,"['Lesquin', 'Fretin', 'Templeuve', 'Orchies', 'Landas', 'Rosult', 'Saint-Amand-les-Eaux', 'Valenciennes']"
Lille Flandres,Paris Nord ,TGV INOUI,7082,07-03-2023,20:12:00,20:12:00,0,,['Paris Nord']
Lille Flandres,Courtrai ,TER,19741,07-03-2023,21:09:00,21:09:00,0,,"['Roubaix', 'Tourcoing', 'Mouscron Moeskroen', 'Courtrai']"
Lille Flandres,Tournai ,TER,19975,07-03-2023,22:08:00,22:08:00,0,,"['Pont de Bois', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Courtrai ,TER,19743,07-03-2023,22:09:00,22:09:00,0,,"['Roubaix', 'Tourcoing', 'Mouscron Moeskroen', 'Courtrai']"
Paris Nord,Tourcoing ,TGV INOUI,7297,07-03-2023,23:50:00,23:50:00,0,,"['Croix - Wasquehal', 'Roubaix', 'Tourcoing']"
Lille Flandres,Valenciennes ,TER HDF,841203,08-03-2023,05:39:00,05:39:00,0,,"['Lesquin', 'Fretin', 'Templeuve', 'Orchies', 'Landas', 'Rosult', 'Saint-Amand-les-Eaux', 'Valenciennes']"
Lille Flandres,Hirson ,TER HDF,841903,08-03-2023,06:05:00,06:05:00,0,,"['Orchies', 'Saint-Amand-les-Eaux', 'Valenciennes', 'Le Poirier Université', 'Le Quesnoy', 'Aulnoye-Aymeries', 'Avesnes', 'Sains-du-Nord', 'Fourmies', 'Anor', 'Hirson']"
Lille Flandres,Calais Ville ,TER HDF,844811,08-03-2023,06:13:00,06:13:00,0,,"['Armentières', 'Bailleul', 'Hazebrouck', 'Saint-Omer', 'Watten - Éperlecques', 'Audruicq', 'Calais Ville']"
Lille Flandres,Béthune ,TER HDF,842471,08-03-2023,06:15:00,06:15:00,0,,"['Lille Porte de Douai', 'Lille CHR', 'Loos lez Lille', 'Haubourdin', 'Santes', 'Wavrin', 'Don - Sainghin', 'Marquillies', 'Salomé', 'La Bassée', 'Cuinchy', 'Beuvry lès Béthune', 'Béthune']"
Lille Flandres,Valenciennes ,TER HDF,841207,08-03-2023,06:39:00,06:39:00,0,,"['Lesquin', 'Fretin', 'Templeuve', 'Orchies', 'Landas', 'Rosult', 'Saint-Amand-les-Eaux', 'Valenciennes']"
Lille Flandres,Dunkerque ,TER HDF,844901,08-03-2023,06:40:00,06:40:00,0,,"['Armentières', 'Bailleul', 'Hazebrouck', 'Cassel', 'Arnèke', 'Esquelbecq', 'Bergues', 'Dunkerque']"
Lille Flandres,Paris Nord ,TGV INOUI,7002,08-03-2023,06:42:00,06:42:00,0,,['Paris Nord']
Lille Flandres,Béthune ,TER HDF,842403,08-03-2023,07:06:00,07:06:00,0,,"['Lille CHR', 'La Bassée', 'Béthune']"
Lille Flandres,Tournai ,TER,19903,08-03-2023,07:08:00,07:08:00,0,,"['Lezennes', 'Hellemmes', 'Annappes', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Courtrai ,TER,19701,08-03-2023,07:09:00,07:09:00,0,,"['Croix - Wasquehal', 'Croix l\'Allumette"", \'links\': [], \'coord\': {\'lat\': \'50.6868\', \'lon\': \'3.151126\'}, \'label\': ""Croix l\'Allumette (Croix)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87281055:Train\'', 'Roubaix', 'Tourcoing', 'Mouscron Moeskroen', 'Courtrai']"
Lille Flandres,Paris Nord ,TGV INOUI,7006,08-03-2023,07:12:00,07:12:00,0,,['Paris Nord']
Lille Flandres,Comines ,TER HDF,36009,08-03-2023,07:19:00,07:19:00,0,,"['Quesnoy-sur-Deûle', 'Sainte-Marguerite', 'Comines']"
Lille Flandres,Hazebrouck ,TER HDF,844107,08-03-2023,07:23:00,07:23:00,0,,"['La Madeleine', 'Saint-André', 'Pérenchies', 'Armentières', 'Nieppe', 'Steenwerck', 'Bailleul', 'Strazeele', 'Hazebrouck']"
Lille Flandres,Saint-Quentin ,TER HDF,843802,08-03-2023,07:23:00,07:23:00,0,,"['Douai', 'Montigny-en-Ostrevent', 'Somain', 'Cambrai', 'Caudry', 'Busigny', 'Bohain', 'Fresnoy-le-Grand', 'Saint-Quentin']"
Lille Flandres,Maubeuge ,TER HDF,841805,08-03-2023,07:35:00,07:35:00,0,,"['Orchies', 'Saint-Amand-les-Eaux', 'Valenciennes', 'Le Quesnoy', 'Aulnoye-Aymeries', 'Maubeuge']"
Lille Flandres,Wambrechies ,TER HDF,36011,08-03-2023,07:36:00,07:36:00,0,,"['Marquette', 'Wambrechies']"
Lille Flandres,Lens ,TER HDF,843206,08-03-2023,07:39:00,07:39:00,0,,"['Seclin', 'Libercourt', 'Dourges', 'Hénin-Beaumont', 'Billy-Montigny', 'Lens']"
Lille Flandres,Valenciennes ,TER HDF,841211,08-03-2023,07:39:00,07:39:00,0,,"['Lesquin', 'Fretin', 'Templeuve', 'Orchies', 'Landas', 'Rosult', 'Saint-Amand-les-Eaux', 'Valenciennes']"
Lille Flandres,Dunkerque ,TER HDF,844903,08-03-2023,07:40:00,07:40:00,0,,"['Armentières', 'Bailleul', 'Hazebrouck', 'Cassel', 'Arnèke', 'Esquelbecq', 'Bergues', 'Dunkerque']"
Lille Flandres,Paris Nord ,TGV INOUI,7010,08-03-2023,07:42:00,07:42:00,0,,['Paris Nord']
Lille Flandres,Lens ,TER HDF,842152,08-03-2023,07:47:00,07:47:00,0,,"['Lille Porte de Douai', 'Lille CHR', 'Loos lez Lille', 'Haubourdin', 'Santes', 'Wavrin', 'La Fontaine', 'Don - Sainghin', 'Bauvin - Provin', 'Meurchin', 'Pont-à-Vendin', 'Loison-sous-Lens', 'Sallaumines', 'Lens']"
Lille Flandres,Amiens ,TER HDF,843904,08-03-2023,07:53:00,07:53:00,0,,"['Douai', 'Arras', 'Albert', 'Amiens']"
Lille Flandres,Douai ,TER HDF,843106,08-03-2023,07:57:00,07:57:00,0,,"['Ronchin', 'Wattignies - Templemars', 'Seclin', 'Phalempin', 'Libercourt', 'Ostricourt', 'Leforest', 'Pont-de-la-Deûle', 'Douai']"
Lille Flandres,Tournai ,TER,19909,08-03-2023,08:08:00,08:08:00,0,,"['Lezennes', 'Pont de Bois', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Courtrai ,TER,19711,08-03-2023,08:09:00,08:09:00,0,,"['Croix - Wasquehal', 'Croix l\'Allumette"", \'links\': [], \'coord\': {\'lat\': \'50.6868\', \'lon\': \'3.151126\'}, \'label\': ""Croix l\'Allumette (Croix)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87281055:Train\'', 'Roubaix', 'Tourcoing', 'Mouscron Moeskroen', 'Courtrai']"
Lille Flandres,Calais Ville ,TER HDF,844815,08-03-2023,08:13:00,08:13:00,0,,"['Armentières', 'Bailleul', 'Hazebrouck', 'Saint-Omer', 'Watten - Éperlecques', 'Audruicq', 'Calais Ville']"
Lille Flandres,Béthune ,TER HDF,842475,08-03-2023,08:15:00,08:15:00,0,,"['Lille Porte de Douai', 'Lille CHR', 'Loos lez Lille', 'Haubourdin', 'Santes', 'Wavrin', 'Don - Sainghin', 'Marquillies', 'Salomé', 'La Bassée', 'Cuinchy', 'Beuvry lès Béthune', 'Béthune']"
Lille Flandres,Dunkerque ,TER HDF,844905,08-03-2023,08:40:00,08:40:00,0,,"['Armentières', 'Bailleul', 'Hazebrouck', 'Cassel', 'Arnèke', 'Esquelbecq', 'Bergues', 'Dunkerque']"
Lille Flandres,Tournai ,TER,19915,08-03-2023,09:08:00,09:08:00,0,,"['Pont de Bois', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Courtrai ,TER,19707,08-03-2023,09:09:00,09:09:00,0,,"['Roubaix', 'Tourcoing', 'Mouscron Moeskroen', 'Courtrai']"
Lille Flandres,Hazebrouck ,TER HDF,844113,08-03-2023,09:23:00,09:23:00,0,,"['La Madeleine', 'Saint-André', 'Pérenchies', 'Armentières', 'Nieppe', 'Steenwerck', 'Bailleul', 'Strazeele', 'Hazebrouck']"
Lille Flandres,Lens ,TER HDF,843212,08-03-2023,09:39:00,09:39:00,0,,"['Seclin', 'Libercourt', 'Dourges', 'Hénin-Beaumont', 'Billy-Montigny', 'Lens']"
Lille Flandres,Mouscron Moeskroen ,TER,435055,08-03-2023,09:44:00,09:44:00,0,,"['Tourcoing', 'Mouscron Moeskroen']"
Lille Flandres,Tournai ,TER,19919,08-03-2023,10:08:00,10:08:00,0,,"['Pont de Bois', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Mouscron Moeskroen ,TER,435057,08-03-2023,10:44:00,10:44:00,0,,"['Tourcoing', 'Mouscron Moeskroen']"
Lille Flandres,Mouscron Moeskroen ,TER,435059,08-03-2023,11:44:00,11:44:00,0,,"['Tourcoing', 'Mouscron Moeskroen']"
Lille Flandres,Tournai ,TER,19927,08-03-2023,12:08:00,12:08:00,0,,"['Lezennes', 'Pont de Bois', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Tournai ,TER,19933,08-03-2023,13:08:00,13:08:00,0,,"['Pont de Bois', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Paris Nord ,TGV INOUI,7038,08-03-2023,13:12:00,13:12:00,0,,['Paris Nord']
Lille Flandres,Valenciennes ,TER HDF,841225,08-03-2023,14:09:00,14:09:00,0,,"['Lesquin', 'Fretin', 'Templeuve', 'Orchies', 'Landas', 'Rosult', 'Saint-Amand-les-Eaux', 'Valenciennes']"
Lille Flandres,Courtrai ,TER,19719,08-03-2023,14:09:00,14:09:00,0,,"['Roubaix', 'Tourcoing', 'Mouscron Moeskroen', 'Courtrai']"
Lille Flandres,Paris Nord ,TGV INOUI,7044,08-03-2023,14:42:00,14:42:00,0,,['Paris Nord']
Lille Flandres,Tournai ,TER,19941,08-03-2023,15:08:00,15:08:00,0,,"['Pont de Bois', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Tournai ,TER,19945,08-03-2023,16:08:00,16:08:00,0,,"['Lezennes', 'Pont de Bois', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Valenciennes ,TER HDF,841231,08-03-2023,16:09:00,16:09:00,0,,"['Lesquin', 'Fretin', 'Templeuve', 'Orchies', 'Landas', 'Rosult', 'Saint-Amand-les-Eaux', 'Valenciennes']"
Lille Flandres,Courtrai ,TER,19725,08-03-2023,16:09:00,16:09:00,0,,"['Roubaix', 'Tourcoing', 'Mouscron Moeskroen', 'Courtrai']"
Lille Flandres,Paris Nord ,TGV INOUI,7052,08-03-2023,16:12:00,16:12:00,0,,['Paris Nord']
Lille Flandres,Calais Ville ,TER HDF,844825,08-03-2023,16:13:00,16:13:00,0,,"['Armentières', 'Bailleul', 'Hazebrouck', 'Saint-Omer', 'Watten - Éperlecques', 'Audruicq', 'Calais Ville']"
Lille Flandres,Béthune ,TER HDF,842483,08-03-2023,16:15:00,16:15:00,0,,"['Lille Porte de Douai', 'Lille CHR', 'Loos lez Lille', 'Haubourdin', 'Santes', 'Wavrin', 'Don - Sainghin', 'Marquillies', 'Salomé', 'La Bassée', 'Cuinchy', 'Beuvry lès Béthune', 'Béthune']"
Lille Flandres,Douai ,TER HDF,843124,08-03-2023,16:27:00,16:27:00,0,,"['Ronchin', 'Wattignies - Templemars', 'Seclin', 'Phalempin', 'Libercourt', 'Ostricourt', 'Leforest', 'Pont-de-la-Deûle', 'Douai']"
Lille Flandres,Maubeuge ,TER HDF,841817,08-03-2023,16:35:00,16:35:00,0,,"['Templeuve', 'Orchies', 'Saint-Amand-les-Eaux', 'Valenciennes', 'Le Quesnoy', 'Aulnoye-Aymeries', 'Maubeuge']"
Lille Flandres,Lens ,TER HDF,842166,08-03-2023,16:47:00,16:47:00,0,,"['Lille Porte de Douai', 'Lille CHR', 'Loos lez Lille', 'Haubourdin', 'Santes', 'Wavrin', 'La Fontaine', 'Don - Sainghin', 'Bauvin - Provin', 'Meurchin', 'Pont-à-Vendin', 'Loison-sous-Lens', 'Sallaumines', 'Lens']"
Lille Flandres,Hazebrouck ,TER HDF,844127,08-03-2023,16:53:00,16:53:00,0,,"['La Madeleine', 'Saint-André', 'Pérenchies', 'Armentières', 'Nieppe', 'Steenwerck', 'Bailleul', 'Strazeele', 'Hazebrouck']"
Lille Flandres,Amiens ,TER HDF,843920,08-03-2023,16:53:00,16:53:00,0,,"['Douai', 'Arras', 'Albert', 'Corbie', 'Amiens']"
Lille Flandres,Douai ,TER HDF,843126,08-03-2023,16:57:00,16:57:00,0,,"['Ronchin', 'Wattignies - Templemars', 'Seclin', 'Phalempin', 'Libercourt', 'Ostricourt', 'Leforest', 'Pont-de-la-Deûle', 'Douai']"
Lille Flandres,Charleville-Mézières ,TER HDF,841917,08-03-2023,17:05:00,17:05:00,0,,"['Orchies', 'Saint-Amand-les-Eaux', 'Valenciennes', 'Le Poirier Université', 'Le Quesnoy', 'Aulnoye-Aymeries', 'Avesnes', 'Sains-du-Nord', 'Fourmies', 'Anor', 'Hirson', 'Charleville-Mézières']"
Lille Flandres,Tournai ,TER,19951,08-03-2023,17:08:00,17:08:00,0,,"['Pont de Bois', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Lens ,TER HDF,843228,08-03-2023,17:09:00,17:09:00,0,,"['Seclin', 'Libercourt', 'Dourges', 'Hénin-Beaumont', 'Billy-Montigny', 'Lens']"
Lille Flandres,Courtrai ,TER,19751,08-03-2023,17:09:00,17:09:00,0,,"['Croix - Wasquehal', 'Croix l\'Allumette"", \'links\': [], \'coord\': {\'lat\': \'50.6868\', \'lon\': \'3.151126\'}, \'label\': ""Croix l\'Allumette (Croix)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87281055:Train\'', 'Roubaix', 'Tourcoing', 'Mouscron Moeskroen', 'Courtrai']"
Lille Flandres,Valenciennes ,TER HDF,841235,08-03-2023,17:09:00,17:09:00,0,,"['Mont de Terre', 'Lesquin', 'Fretin', 'Ennevelin', 'Templeuve', 'Orchies', 'Landas', 'Rosult', 'Saint-Amand-les-Eaux', 'Valenciennes']"
Lille Flandres,Calais Ville ,TER HDF,844827,08-03-2023,17:13:00,17:13:00,0,,"['Armentières', 'Bailleul', 'Hazebrouck', 'Saint-Omer', 'Watten - Éperlecques', 'Audruicq', 'Calais Ville']"
Lille Flandres,Béthune ,TER HDF,842485,08-03-2023,17:15:00,17:15:00,0,,"['Lille Porte de Douai', 'Lille CHR', 'Loos lez Lille', 'Haubourdin', 'Santes', 'Wavrin', 'Don - Sainghin', 'Marquillies', 'Salomé', 'La Bassée', 'Cuinchy', 'Beuvry lès Béthune', 'Béthune']"
Lille Flandres,Saint-Quentin ,TER HDF,843814,08-03-2023,17:23:00,17:23:00,0,,"['Douai', 'Montigny-en-Ostrevent', 'Somain', 'Cambrai', 'Caudry', 'Busigny', 'Saint-Quentin']"
Lille Flandres,Dunkerque ,TER HDF,844917,08-03-2023,17:40:00,17:40:00,0,,"['Armentières', 'Bailleul', 'Hazebrouck', 'Cassel', 'Arnèke', 'Esquelbecq', 'Bergues', 'Dunkerque']"
Lille Flandres,Lens ,TER HDF,842168,08-03-2023,17:47:00,17:47:00,0,,"['Lille Porte de Douai', 'Lille CHR', 'Loos lez Lille', 'Haubourdin', 'Santes', 'Wavrin', 'La Fontaine', 'Don - Sainghin', 'Bauvin - Provin', 'Meurchin', 'Pont-à-Vendin', 'Loison-sous-Lens', 'Sallaumines', 'Lens']"
Lille Flandres,Amiens ,TER HDF,848908,08-03-2023,17:53:00,17:53:00,0,,"['Douai', 'Arras', 'Albert', 'Corbie', 'Amiens']"
Lille Flandres,Hirson ,TER HDF,841919,08-03-2023,18:05:00,18:05:00,0,,"['Orchies', 'Saint-Amand-les-Eaux', 'Valenciennes', 'Le Poirier Université', 'Avesnes', 'Fourmies', 'Hirson']"
Lille Flandres,Tournai ,TER,19959,08-03-2023,18:08:00,18:08:00,0,,"['Pont de Bois', 'Ascq', 'Baisieux', 'Froyennes', 'Tournai']"
Lille Flandres,Lens ,TER HDF,843232,08-03-2023,18:09:00,18:09:00,0,,"['Seclin', 'Libercourt', 'Dourges', 'Hénin-Beaumont', 'Billy-Montigny', 'Lens']"
Lille Flandres,Courtrai ,TER,19729,08-03-2023,18:09:00,18:09:00,0,,"['Croix - Wasquehal', 'Croix l\'Allumette"", \'links\': [], \'coord\': {\'lat\': \'50.6868\', \'lon\': \'3.151126\'}, \'label\': ""Croix l\'Allumette (Croix)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87281055:Train\'', 'Roubaix', 'Tourcoing', 'Mouscron Moeskroen', 'Courtrai']"
Lille Flandres,Valenciennes ,TER HDF,841239,08-03-2023,18:09:00,18:09:00,0,,"['Lesquin', 'Fretin', 'Templeuve', 'Orchies', 'Landas', 'Rosult', 'Saint-Amand-les-Eaux', 'Valenciennes']"
Lille Flandres,Paris Nord ,TGV INOUI,7068,08-03-2023,18:12:00,18:12:00,0,,['Paris Nord']
Lille Flandres,Calais Ville ,TER HDF,844829,08-03-2023,18:13:00,18:13:00,0,,"['Armentières', 'Bailleul', 'Hazebrouck', 'Saint-Omer', 'Watten - Éperlecques', 'Audruicq', 'Calais Ville']"
Lille Flandres,Béthune ,TER HDF,842487,08-03-2023,18:15:00,18:15:00,0,,"['Lille Porte de Douai', 'Lille CHR', 'Loos lez Lille', 'Haubourdin', 'Santes', 'Wavrin', 'Don - Sainghin', 'Marquillies', 'Salomé', 'La Bassée', 'Cuinchy', 'Beuvry lès Béthune', 'Béthune']"
Lille Flandres,Saint-Quentin ,TER HDF,843816,08-03-2023,18:23:00,18:23:00,0,,"['Douai', 'Montigny-en-Ostrevent', 'Somain', 'Cambrai', 'Caudry', 'Busigny', 'Saint-Quentin']"
Lille Flandres,Douai ,TER HDF,843132,08-03-2023,18:27:00,18:27:00,0,,"['Ronchin', 'Wattignies - Templemars', 'Seclin', 'Phalempin', 'Libercourt', 'Ostricourt', 'Leforest', 'Pont-de-la-Deûle', 'Douai']"
Lille Flandres,Dunkerque ,TER HDF,844919,08-03-2023,18:40:00,18:40:00,0,,"['Armentières', 'Bailleul', 'Hazebrouck', 'Cassel', 'Arnèke', 'Esquelbecq', 'Bergues', 'Dunkerque']"
Lille Flandres,Paris Nord ,TGV INOUI,7072,08-03-2023,18:42:00,18:42:00,0,,['Paris Nord']
Lille Flandres,Hazebrouck ,TER HDF,844135,08-03-2023,18:53:00,18:53:00,0,,"['La Madeleine', 'Saint-André', 'Pérenchies', 'Armentières', 'Nieppe', 'Steenwerck', 'Bailleul', 'Strazeele', 'Hazebrouck']"
Lille Flandres,Douai ,TER HDF,843134,08-03-2023,18:57:00,18:57:00,0,,"['Ronchin', 'Wattignies - Templemars', 'Seclin', 'Phalempin', 'Libercourt', 'Ostricourt', 'Leforest', 'Pont-de-la-Deûle', 'Douai']"
Lille Flandres,Valenciennes ,TER HDF,841243,08-03-2023,19:09:00,19:09:00,0,,"['Lesquin', 'Fretin', 'Templeuve', 'Orchies', 'Landas', 'Rosult', 'Saint-Amand-les-Eaux', 'Valenciennes']"
Lille Flandres,Courtrai ,TER,19735,08-03-2023,19:09:00,19:09:00,0,,"['Roubaix', 'Tourcoing', 'Mouscron Moeskroen', 'Courtrai']"
Lille Flandres,Béthune ,TER HDF,842489,08-03-2023,19:15:00,19:15:00,0,,"['Lille Porte de Douai', 'Lille CHR', 'Loos lez Lille', 'Haubourdin', 'Santes', 'Wavrin', 'Don - Sainghin', 'Marquillies', 'Salomé', 'La Bassée', 'Cuinchy', 'Beuvry lès Béthune', 'Béthune']"
Strasbourg,Paris Est ,OUIGO,7694,07-03-2023,20:01:00,20:01:00,0,,['Paris Est']
Strasbourg,Herrlisheim ,TER,30344,07-03-2023,21:00:00,21:00:00,0,,"['Bischheim Arrêt CTS R. Gare', 'Hoenheim - Tram', 'La Wantzenau', 'Kilstett Rue de la Gare', 'Gambsheim Garage Peugeot', 'Gambsheim', 'Herrlisheim']"
Strasbourg,Rothau ,TER,30376,07-03-2023,21:00:00,21:00:00,0,,"['Molsheim', 'Mutzig Passage à Niveau', 'Mutzig Porte Centre', 'Gresswiller Abri', 'Heiligenberg - Mollkirch', 'Urmatt', 'Lutzelhouse Abri Église', 'Wisches Église', 'Russ Hersbach', 'Schirmeck - La Broque', 'Rothau']"
Strasbourg,Diemeringen ,TER,30192,07-03-2023,21:40:00,21:40:00,0,,"['Pfaffenhoffen Mairie', 'Obermodern', 'Menchhoffen Abri', 'Ingwiller', 'Wimmenau D.919 - Rue de la Gare', 'Wingen-sur-Moder', 'Col de Puberg', 'Frohmuhl Lavoir', 'Tieffenbach - Struth', 'Adamswiller Lotissement la Forêt', 'Adamswiller Mairie', 'Diemeringen']"
Strasbourg,Herrlisheim ,TER,30346,07-03-2023,22:35:00,22:35:00,0,,"['Bischheim Arrêt CTS R. Gare', 'Hoenheim - Tram', 'La Wantzenau', 'Kilstett Rue de la Gare', 'Gambsheim Garage Peugeot', 'Gambsheim', 'Herrlisheim']"
Strasbourg,Rothau ,TER,30378,07-03-2023,22:35:00,22:35:00,0,,"['Molsheim', 'Mutzig Passage à Niveau', 'Mutzig Porte Centre', 'Gresswiller Abri', 'Heiligenberg - Mollkirch', 'Urmatt', 'Lutzelhouse Abri Église', 'Wisches Église', 'Russ Hersbach', 'Schirmeck - La Broque', 'Rothau']"
Strasbourg,Barr ,TER,30360,07-03-2023,22:35:00,22:35:00,0,,"['Entzheim Aéroport', 'Molsheim', 'Rosheim', 'Obernai Passage à Niveau Avenue Gail', 'Barr']"
Strasbourg,Wingen-sur-Moder ,TER,30194,07-03-2023,22:40:00,22:40:00,0,,"['Pfaffenhoffen Mairie', 'Obermodern', 'Menchhoffen Abri', 'Ingwiller', 'Wimmenau D.919 - Rue de la Gare', 'Wingen-sur-Moder']"
Strasbourg,Haguenau ,TER,30056,07-03-2023,23:25:00,23:25:00,0,,"['Hoerdt Maison de Retraite', 'Hoerdt Mairie', 'Weyersheim Boulangerie Rue République', 'Kurtzenhouse Mairie', 'Kurtzenhouse CMDP', 'Bischwiller Église Catholique', 'Bischwiller', 'Bischwiller Vestra', 'Kaltenhouse Rue de Bischwiller', 'Haguenau']"
Strasbourg,Molsheim ,TER,30362,07-03-2023,23:25:00,23:25:00,0,,"['Entzheim Aéroport', 'Molsheim']"
